0	-5.644124164619127	-7.930437586058806
1	1.5831710563253734	-0.8060460601583639
2	6.869794657795473	4.592559929473146
3	-13.359678360666658	-13.387858290004017
4	-10.883785993069472	-10.958839072325047
5	-17.33322418354805	-17.32849252889311
6	-16.485470994805585	-16.441444959186146
7	-14.891843131084174	-14.860559060671646
8	-13.590669812309635	-13.58886324550219
9	-12.10176209138269	-12.15522294956712
10	-10.54113891880594	-10.546499934744364
11	-9.511973941140552	-9.545256172621414
12	-11.638534766844762	-11.647300776945634
13	-11.715621160706485	-11.786573913253699
14	-10.800909181776717	-10.944771750676203
15	-9.958060922141616	-10.12082181292351
16	-9.120894735626258	-9.25159272512344
17	-9.26306686696164	-9.382671822323154
18	-9.755242633726851	-9.854917916766933
19	-10.921023872566947	-11.015217649333414
20	-11.132529456047154	-11.252613983861924
21	-10.314714127311372	-10.473275894345822
22	-9.92113195361191	-10.062960611468702
23	-10.178398341605877	-10.254847994416762
24	-12.798503132199041	-12.833288494374482
25	-13.668173899947494	-13.73518248426154
26	-13.106552436519255	-13.150389476872316
27	-12.483788258409703	-12.507415518625692
28	-12.035333361684694	-12.06024404314624
29	-11.825859843145407	-11.835800452142548
30	-11.341598196123488	-11.358760811513326
31	-10.97603796961698	-11.011317673194785
32	-11.280910387213977	-11.307722596487377
33	-11.520154813235461	-11.536326423434453
34	-11.046081919221669	-11.067645627832556
35	-10.678102628883055	-10.685822150698359
36	-10.937270774652522	-10.96295188006847
37	-10.722972959949555	-10.758113281989065
38	-10.581477915179017	-10.615145889488893
39	-12.571569936475592	-12.616109920188213
40	-14.026272783360621	-14.089291416642611
41	-13.790912356521034	-13.887805723931303
42	-13.596779494623947	-13.703730269086464
43	-13.262662149545326	-13.382669930331463
44	-12.894600124644901	-12.998492135167409
45	-12.790078814574601	-12.881229770810855
46	-14.31704630707239	-14.408204986872606
47	-14.241190890327255	-14.328689680039304
48	-13.86294656880995	-13.967376587841192
49	-13.635584013334558	-13.736534302393943
50	-13.722209220053522	-13.815475389873605
51	-13.525369728118582	-13.608274967624883
52	-13.203043713122824	-13.331835205103912
53	-13.494815411523088	-13.606787707950904
54	-13.16172154362258	-13.26449678207597
55	-13.011573321476506	-13.089608614724055
56	-13.33908415193975	-13.39275742815338
57	-13.140334807106223	-13.192541247067249
58	-12.945355754265048	-13.006771871176376
59	-12.629407134730139	-12.713474116712108
60	-12.898526248157467	-12.967382645392894
61	-12.749596181776393	-12.835539931826782
62	-12.597209222994106	-12.662154590722842
63	-12.332666930582166	-12.388422251191475
64	-12.348896870716903	-12.400612969695787
65	-12.432885997358449	-12.48636716852909
66	-12.452556009661416	-12.484346302539176
67	-12.304964553082687	-12.331858396698744
68	-12.694237476826215	-12.713919597673119
69	-12.830974696360153	-12.849553016021433
70	-12.635636348672502	-12.66551713778351
71	-12.430338307529967	-12.465149661234284
72	-12.24087645804991	-12.279858514253524
73	-12.011948172361937	-12.073718141402248
74	-11.810759163348093	-11.863455768137744
75	-11.689509483603679	-11.729105182121362
76	-11.47451339131492	-11.54350198568154
77	-11.362336573249738	-11.417940512940207
78	-12.26918587138562	-12.323707503579582
79	-12.82770484431873	-12.875877674447665
80	-12.94367233014682	-12.994814346307296
81	-12.798055700304921	-12.851069469050282
82	-12.624663926874698	-12.670845427641808
83	-12.563450527951925	-12.610162537479997
84	-12.402736728026522	-12.441847636826278
85	-13.189492018862863	-13.225262687123658
86	-14.08883607180878	-14.125153426779328
87	-14.81434547022017	-14.841304944156484
88	-14.986252548277152	-15.014448084835985
89	-14.909962396639001	-14.930116908378892
